,ID,Name,Result,Class
5462,5463,n5463,9,D
5463,5464,n5464,27,E
5464,5465,n5465,39,A
5465,5466,n5466,57,A
5466,5467,n5467,27,F
5467,5468,n5468,72,B
5468,5469,n5469,53,E
5469,5470,n5470,57,A
5470,5471,n5471,98,A
5471,5472,n5472,86,E
5472,5473,n5473,21,G
5473,5474,n5474,49,D
5474,5475,n5475,59,F
5475,5476,n5476,77,C
5476,5477,n5477,57,C
5477,5478,n5478,97,C
5478,5479,n5479,16,A
5479,5480,n5480,76,F
5480,5481,n5481,36,A
5481,5482,n5482,97,B
5482,5483,n5483,52,F
5483,5484,n5484,70,A
5484,5485,n5485,21,G
5485,5486,n5486,13,C
5486,5487,n5487,91,A
5487,5488,n5488,41,B
5488,5489,n5489,74,D
5489,5490,n5490,32,C
5490,5491,n5491,92,E
5491,5492,n5492,56,F
5492,5493,n5493,71,A
5493,5494,n5494,61,A
5494,5495,n5495,13,D
5495,5496,n5496,44,B
5496,5497,n5497,1,E
5497,5498,n5498,56,E
5498,5499,n5499,37,B
5499,5500,n5500,8,G
5500,5501,n5501,73,D
5501,5502,n5502,16,B
5502,5503,n5503,41,E
5503,5504,n5504,15,G
5504,5505,n5505,88,E
5505,5506,n5506,3,F
5506,5507,n5507,74,A
5507,5508,n5508,48,E
5508,5509,n5509,36,F
5509,5510,n5510,35,D
5510,5511,n5511,73,C
5511,5512,n5512,37,E
5512,5513,n5513,89,B
5513,5514,n5514,35,A
5514,5515,n5515,18,D
5515,5516,n5516,28,F
5516,5517,n5517,20,D
5517,5518,n5518,5,C
5518,5519,n5519,12,C
5519,5520,n5520,0,G
5520,5521,n5521,16,G
5521,5522,n5522,23,D
5522,5523,n5523,40,C
5523,5524,n5524,67,D
5524,5525,n5525,98,D
5525,5526,n5526,60,E
5526,5527,n5527,11,B
5527,5528,n5528,49,E
5528,5529,n5529,68,D
5529,5530,n5530,5,C
5530,5531,n5531,47,G
5531,5532,n5532,8,G
5532,5533,n5533,8,E
5533,5534,n5534,1,G
5534,5535,n5535,100,D
5535,5536,n5536,38,B
5536,5537,n5537,55,C
5537,5538,n5538,76,D
5538,5539,n5539,96,G
5539,5540,n5540,10,D
5540,5541,n5541,9,G
5541,5542,n5542,46,C
5542,5543,n5543,32,D
5543,5544,n5544,41,C
5544,5545,n5545,30,F
5545,5546,n5546,42,A
5546,5547,n5547,85,B
5547,5548,n5548,35,B
5548,5549,n5549,62,A
5549,5550,n5550,48,C
5550,5551,n5551,86,A
5551,5552,n5552,73,A
5552,5553,n5553,21,A
5553,5554,n5554,31,A
5554,5555,n5555,90,A
5555,5556,n5556,23,A
5556,5557,n5557,69,C
5557,5558,n5558,48,B
5558,5559,n5559,19,D
5559,5560,n5560,7,D
5560,5561,n5561,99,F
5561,5562,n5562,92,D
5562,5563,n5563,28,F
5563,5564,n5564,7,A
5564,5565,n5565,90,C
5565,5566,n5566,54,C
5566,5567,n5567,6,B
5567,5568,n5568,28,D
5568,5569,n5569,28,E
5569,5570,n5570,88,B
5570,5571,n5571,82,D
5571,5572,n5572,25,C
5572,5573,n5573,66,G
5573,5574,n5574,97,C
5574,5575,n5575,7,B
5575,5576,n5576,26,A
5576,5577,n5577,13,F
5577,5578,n5578,70,B
5578,5579,n5579,78,E
5579,5580,n5580,66,D
5580,5581,n5581,78,F
5581,5582,n5582,97,C
5582,5583,n5583,10,E
5583,5584,n5584,99,D
5584,5585,n5585,41,E
5585,5586,n5586,75,C
5586,5587,n5587,100,A
5587,5588,n5588,45,A
5588,5589,n5589,23,E
5589,5590,n5590,91,C
5590,5591,n5591,81,E
5591,5592,n5592,69,B
5592,5593,n5593,16,E
5593,5594,n5594,86,G
5594,5595,n5595,8,E
5595,5596,n5596,75,B
5596,5597,n5597,49,C
5597,5598,n5598,78,F
5598,5599,n5599,88,C
5599,5600,n5600,99,D
5600,5601,n5601,66,G
5601,5602,n5602,18,E
5602,5603,n5603,18,B
5603,5604,n5604,42,D
5604,5605,n5605,71,A
5605,5606,n5606,13,C
5606,5607,n5607,79,F
5607,5608,n5608,0,E
5608,5609,n5609,82,B
5609,5610,n5610,76,D
5610,5611,n5611,5,E
5611,5612,n5612,94,A
5612,5613,n5613,13,A
5613,5614,n5614,0,F
5614,5615,n5615,61,B
5615,5616,n5616,7,C
5616,5617,n5617,74,C
5617,5618,n5618,58,D
5618,5619,n5619,2,F
5619,5620,n5620,70,C
5620,5621,n5621,29,A
5621,5622,n5622,95,G
5622,5623,n5623,26,B
5623,5624,n5624,76,A
5624,5625,n5625,73,C
5625,5626,n5626,6,E
5626,5627,n5627,97,F
5627,5628,n5628,36,B
5628,5629,n5629,51,B
5629,5630,n5630,61,F
5630,5631,n5631,25,A
5631,5632,n5632,84,B
5632,5633,n5633,26,B
5633,5634,n5634,63,C
5634,5635,n5635,8,E
5635,5636,n5636,36,C
5636,5637,n5637,86,E
5637,5638,n5638,86,B
5638,5639,n5639,96,G
5639,5640,n5640,56,F
5640,5641,n5641,33,C
5641,5642,n5642,29,D
5642,5643,n5643,30,E
5643,5644,n5644,6,D
5644,5645,n5645,70,G
5645,5646,n5646,41,F
5646,5647,n5647,47,G
5647,5648,n5648,98,A
5648,5649,n5649,5,F
5649,5650,n5650,87,G
5650,5651,n5651,13,D
5651,5652,n5652,44,A
5652,5653,n5653,20,F
5653,5654,n5654,99,D
5654,5655,n5655,3,B
5655,5656,n5656,45,E
5656,5657,n5657,37,C
5657,5658,n5658,5,B
5658,5659,n5659,28,A
5659,5660,n5660,58,D
5660,5661,n5661,11,C
5661,5662,n5662,80,A
5662,5663,n5663,7,E
5663,5664,n5664,89,G
5664,5665,n5665,42,G
5665,5666,n5666,83,G
5666,5667,n5667,92,C
5667,5668,n5668,42,G
5668,5669,n5669,88,E
5669,5670,n5670,40,D
5670,5671,n5671,86,A
5671,5672,n5672,84,A
5672,5673,n5673,19,D
5673,5674,n5674,64,A
5674,5675,n5675,93,G
5675,5676,n5676,92,A
5676,5677,n5677,2,E
5677,5678,n5678,83,E
5678,5679,n5679,13,F
5679,5680,n5680,47,C
5680,5681,n5681,61,G
5681,5682,n5682,100,B
5682,5683,n5683,64,A
5683,5684,n5684,13,E
5684,5685,n5685,38,D
5685,5686,n5686,64,F
5686,5687,n5687,96,F
5687,5688,n5688,81,A
5688,5689,n5689,80,D
5689,5690,n5690,56,D
5690,5691,n5691,46,B
5691,5692,n5692,98,A
5692,5693,n5693,27,G
5693,5694,n5694,27,C
5694,5695,n5695,40,G
5695,5696,n5696,36,D
5696,5697,n5697,13,G
5697,5698,n5698,68,F
5698,5699,n5699,1,B
5699,5700,n5700,0,E
5700,5701,n5701,86,A
5701,5702,n5702,6,B
5702,5703,n5703,21,F
5703,5704,n5704,20,G
5704,5705,n5705,29,D
5705,5706,n5706,65,A
5706,5707,n5707,7,G
5707,5708,n5708,82,F
5708,5709,n5709,22,D
5709,5710,n5710,16,D
5710,5711,n5711,95,F
5711,5712,n5712,67,A
5712,5713,n5713,88,F
5713,5714,n5714,5,E
5714,5715,n5715,31,F
5715,5716,n5716,42,F
5716,5717,n5717,73,A
5717,5718,n5718,15,B
5718,5719,n5719,63,B
5719,5720,n5720,99,F
5720,5721,n5721,2,G
5721,5722,n5722,46,D
5722,5723,n5723,45,C
5723,5724,n5724,63,B
5724,5725,n5725,15,F
5725,5726,n5726,1,A
5726,5727,n5727,3,E
5727,5728,n5728,85,D
5728,5729,n5729,63,E
5729,5730,n5730,88,E
5730,5731,n5731,46,F
5731,5732,n5732,3,A
5732,5733,n5733,7,F
5733,5734,n5734,3,G
5734,5735,n5735,52,B
5735,5736,n5736,19,D
5736,5737,n5737,20,B
5737,5738,n5738,93,B
5738,5739,n5739,81,A
5739,5740,n5740,57,E
5740,5741,n5741,73,G
5741,5742,n5742,78,E
5742,5743,n5743,20,G
5743,5744,n5744,65,E
5744,5745,n5745,71,C
5745,5746,n5746,52,C
5746,5747,n5747,94,G
5747,5748,n5748,61,D
5748,5749,n5749,95,G
5749,5750,n5750,33,A
5750,5751,n5751,62,C
5751,5752,n5752,12,F
5752,5753,n5753,84,G
5753,5754,n5754,83,B
5754,5755,n5755,31,A
5755,5756,n5756,78,B
5756,5757,n5757,26,C
5757,5758,n5758,40,C
5758,5759,n5759,3,D
5759,5760,n5760,5,B
5760,5761,n5761,43,E
5761,5762,n5762,51,C
5762,5763,n5763,92,G
5763,5764,n5764,32,F
5764,5765,n5765,0,A
5765,5766,n5766,73,C
5766,5767,n5767,68,E
5767,5768,n5768,7,F
5768,5769,n5769,38,C
5769,5770,n5770,9,G
5770,5771,n5771,87,B
5771,5772,n5772,84,E
5772,5773,n5773,34,E
5773,5774,n5774,73,G
5774,5775,n5775,40,C
5775,5776,n5776,35,F
5776,5777,n5777,86,B
5777,5778,n5778,31,B
5778,5779,n5779,63,G
5779,5780,n5780,85,C
5780,5781,n5781,55,B
5781,5782,n5782,33,E
5782,5783,n5783,67,A
5783,5784,n5784,13,C
5784,5785,n5785,59,F
5785,5786,n5786,84,F
5786,5787,n5787,19,D
5787,5788,n5788,44,D
5788,5789,n5789,64,E
5789,5790,n5790,1,B
5790,5791,n5791,43,F
5791,5792,n5792,65,F
5792,5793,n5793,79,D
5793,5794,n5794,72,C
5794,5795,n5795,98,E
5795,5796,n5796,78,E
5796,5797,n5797,55,E
5797,5798,n5798,98,B
5798,5799,n5799,60,G
5799,5800,n5800,53,D
5800,5801,n5801,26,G
5801,5802,n5802,3,A
5802,5803,n5803,4,E
5803,5804,n5804,41,D
5804,5805,n5805,34,D
5805,5806,n5806,20,B
5806,5807,n5807,6,G
5807,5808,n5808,30,B
5808,5809,n5809,34,C
5809,5810,n5810,7,F
5810,5811,n5811,89,F
5811,5812,n5812,74,E
5812,5813,n5813,77,C
5813,5814,n5814,93,C
5814,5815,n5815,47,B
5815,5816,n5816,82,E
5816,5817,n5817,90,B
5817,5818,n5818,14,E
5818,5819,n5819,17,G
5819,5820,n5820,28,B
5820,5821,n5821,23,C
5821,5822,n5822,29,D
5822,5823,n5823,2,G
5823,5824,n5824,71,B
5824,5825,n5825,65,F
5825,5826,n5826,76,D
5826,5827,n5827,38,B
5827,5828,n5828,81,F
5828,5829,n5829,0,D
5829,5830,n5830,42,D
5830,5831,n5831,66,A
5831,5832,n5832,56,C
5832,5833,n5833,11,B
5833,5834,n5834,54,D
5834,5835,n5835,58,B
5835,5836,n5836,11,F
5836,5837,n5837,3,C
5837,5838,n5838,53,F
5838,5839,n5839,5,E
5839,5840,n5840,50,C
5840,5841,n5841,76,D
5841,5842,n5842,22,F
5842,5843,n5843,81,B
5843,5844,n5844,75,G
5844,5845,n5845,91,C
5845,5846,n5846,83,G
5846,5847,n5847,10,B
5847,5848,n5848,31,D
5848,5849,n5849,11,E
5849,5850,n5850,11,A
5850,5851,n5851,74,B
5851,5852,n5852,61,G
5852,5853,n5853,7,F
5853,5854,n5854,55,A
5854,5855,n5855,77,C
5855,5856,n5856,49,D
5856,5857,n5857,27,B
5857,5858,n5858,100,C
5858,5859,n5859,78,A
5859,5860,n5860,74,B
5860,5861,n5861,45,C
5861,5862,n5862,45,F
5862,5863,n5863,52,C
5863,5864,n5864,27,B
5864,5865,n5865,77,B
5865,5866,n5866,14,B
5866,5867,n5867,4,G
5867,5868,n5868,28,F
5868,5869,n5869,23,F
5869,5870,n5870,44,D
5870,5871,n5871,34,F
5871,5872,n5872,12,G
5872,5873,n5873,52,F
5873,5874,n5874,90,G
5874,5875,n5875,33,D
5875,5876,n5876,91,G
5876,5877,n5877,89,A
5877,5878,n5878,21,B
5878,5879,n5879,47,E
5879,5880,n5880,46,B
5880,5881,n5881,80,A
5881,5882,n5882,21,A
5882,5883,n5883,73,F
5883,5884,n5884,67,E
5884,5885,n5885,39,B
5885,5886,n5886,42,F
5886,5887,n5887,100,D
5887,5888,n5888,19,A
5888,5889,n5889,66,A
5889,5890,n5890,47,F
5890,5891,n5891,50,A
5891,5892,n5892,88,F
5892,5893,n5893,26,C
5893,5894,n5894,99,G
5894,5895,n5895,2,A
5895,5896,n5896,59,B
5896,5897,n5897,65,D
5897,5898,n5898,18,D
5898,5899,n5899,34,E
5899,5900,n5900,98,D
5900,5901,n5901,39,A
5901,5902,n5902,43,E
5902,5903,n5903,100,E
5903,5904,n5904,72,B
5904,5905,n5905,25,B
5905,5906,n5906,76,A
5906,5907,n5907,57,D
5907,5908,n5908,46,C
5908,5909,n5909,32,G
5909,5910,n5910,84,D
5910,5911,n5911,61,E
5911,5912,n5912,79,F
5912,5913,n5913,46,B
5913,5914,n5914,66,D
5914,5915,n5915,38,C
5915,5916,n5916,18,C
5916,5917,n5917,99,F
5917,5918,n5918,3,F
5918,5919,n5919,85,A
5919,5920,n5920,59,G
5920,5921,n5921,34,A
5921,5922,n5922,59,B
5922,5923,n5923,77,A
5923,5924,n5924,30,D
5924,5925,n5925,71,A
5925,5926,n5926,74,C
5926,5927,n5927,15,A
5927,5928,n5928,37,F
5928,5929,n5929,11,D
5929,5930,n5930,88,E
5930,5931,n5931,71,C
5931,5932,n5932,100,D
5932,5933,n5933,25,F
5933,5934,n5934,32,D
5934,5935,n5935,57,G
5935,5936,n5936,32,B
5936,5937,n5937,47,D
5937,5938,n5938,33,F
5938,5939,n5939,95,D
5939,5940,n5940,63,D
5940,5941,n5941,13,B
5941,5942,n5942,44,F
5942,5943,n5943,5,D
5943,5944,n5944,73,F
5944,5945,n5945,34,C
5945,5946,n5946,24,D
5946,5947,n5947,6,B
5947,5948,n5948,57,B
5948,5949,n5949,83,D
5949,5950,n5950,85,A
5950,5951,n5951,3,C
5951,5952,n5952,46,D
5952,5953,n5953,16,A
5953,5954,n5954,34,E
5954,5955,n5955,43,G
5955,5956,n5956,82,F
5956,5957,n5957,63,F
5957,5958,n5958,54,G
5958,5959,n5959,53,A
5959,5960,n5960,2,E
5960,5961,n5961,4,F
5961,5962,n5962,53,F
5962,5963,n5963,43,A
5963,5964,n5964,53,C
5964,5965,n5965,79,C
5965,5966,n5966,89,D
5966,5967,n5967,26,C
5967,5968,n5968,5,F
5968,5969,n5969,98,B
5969,5970,n5970,84,G
5970,5971,n5971,99,C
5971,5972,n5972,72,G
5972,5973,n5973,40,E
5973,5974,n5974,1,G
5974,5975,n5975,8,F
5975,5976,n5976,58,D
5976,5977,n5977,69,C
5977,5978,n5978,97,A
5978,5979,n5979,55,B
5979,5980,n5980,98,C
5980,5981,n5981,69,E
5981,5982,n5982,73,C
5982,5983,n5983,25,B
5983,5984,n5984,35,G
5984,5985,n5985,92,D
5985,5986,n5986,45,C
5986,5987,n5987,96,C
5987,5988,n5988,69,E
5988,5989,n5989,74,B
5989,5990,n5990,72,G
5990,5991,n5991,90,G
5991,5992,n5992,47,D
5992,5993,n5993,59,D
5993,5994,n5994,95,G
5994,5995,n5995,48,B
5995,5996,n5996,73,A
5996,5997,n5997,95,F
5997,5998,n5998,42,D
5998,5999,n5999,88,F
5999,6000,n6000,53,D
6000,6001,n6001,54,F
6001,6002,n6002,17,A
6002,6003,n6003,26,A
6003,6004,n6004,71,G
6004,6005,n6005,24,F
6005,6006,n6006,61,C
6006,6007,n6007,49,A
6007,6008,n6008,12,B
6008,6009,n6009,90,G
6009,6010,n6010,85,F
6010,6011,n6011,55,C
6011,6012,n6012,41,G
6012,6013,n6013,29,F
6013,6014,n6014,79,C
6014,6015,n6015,41,F
6015,6016,n6016,81,F
6016,6017,n6017,68,F
6017,6018,n6018,44,D
6018,6019,n6019,89,B
6019,6020,n6020,71,F
6020,6021,n6021,64,F
6021,6022,n6022,88,C
6022,6023,n6023,52,B
6023,6024,n6024,13,D
6024,6025,n6025,63,B
6025,6026,n6026,68,E
6026,6027,n6027,62,A
6027,6028,n6028,23,D
6028,6029,n6029,32,F
6029,6030,n6030,41,E
6030,6031,n6031,27,E
6031,6032,n6032,19,A
6032,6033,n6033,5,C
6033,6034,n6034,50,B
6034,6035,n6035,3,G
6035,6036,n6036,88,A
6036,6037,n6037,71,D
6037,6038,n6038,80,E
6038,6039,n6039,25,G
6039,6040,n6040,98,E
6040,6041,n6041,10,A
6041,6042,n6042,0,B
6042,6043,n6043,88,E
6043,6044,n6044,100,G
6044,6045,n6045,63,E
6045,6046,n6046,85,C
6046,6047,n6047,18,F
6047,6048,n6048,65,E
6048,6049,n6049,80,B
6049,6050,n6050,38,A
6050,6051,n6051,34,F
6051,6052,n6052,52,E
6052,6053,n6053,32,A
6053,6054,n6054,74,D
6054,6055,n6055,2,D
6055,6056,n6056,3,G
6056,6057,n6057,32,A
6057,6058,n6058,55,A
6058,6059,n6059,85,D
6059,6060,n6060,2,F
6060,6061,n6061,95,A
6061,6062,n6062,62,D
6062,6063,n6063,39,C
6063,6064,n6064,86,B
6064,6065,n6065,9,D
6065,6066,n6066,31,G
6066,6067,n6067,92,C
6067,6068,n6068,85,C
6068,6069,n6069,64,D
6069,6070,n6070,50,D
6070,6071,n6071,82,F
6071,6072,n6072,10,E
6072,6073,n6073,64,A
6073,6074,n6074,25,E
6074,6075,n6075,58,G
6075,6076,n6076,97,D
6076,6077,n6077,46,F
6077,6078,n6078,100,C
6078,6079,n6079,28,A
6079,6080,n6080,57,B
6080,6081,n6081,16,G
6081,6082,n6082,81,C
6082,6083,n6083,66,G
6083,6084,n6084,39,F
6084,6085,n6085,32,E
6085,6086,n6086,21,C
6086,6087,n6087,9,F
6087,6088,n6088,41,D
6088,6089,n6089,63,A
6089,6090,n6090,3,B
6090,6091,n6091,40,C
6091,6092,n6092,1,G
6092,6093,n6093,33,A
6093,6094,n6094,52,B
6094,6095,n6095,42,C
6095,6096,n6096,74,F
6096,6097,n6097,62,A
6097,6098,n6098,20,G
6098,6099,n6099,2,G
6099,6100,n6100,10,D
6100,6101,n6101,38,B
6101,6102,n6102,14,C
6102,6103,n6103,22,G
6103,6104,n6104,95,B
6104,6105,n6105,44,E
6105,6106,n6106,32,F
6106,6107,n6107,5,D
6107,6108,n6108,26,C
6108,6109,n6109,81,D
6109,6110,n6110,38,E
6110,6111,n6111,41,D
6111,6112,n6112,25,B
6112,6113,n6113,36,D
6113,6114,n6114,46,C
6114,6115,n6115,39,D
6115,6116,n6116,79,C
6116,6117,n6117,63,A
6117,6118,n6118,63,B
6118,6119,n6119,54,F
6119,6120,n6120,22,G
6120,6121,n6121,71,C
6121,6122,n6122,60,C
6122,6123,n6123,51,B
6123,6124,n6124,78,D
6124,6125,n6125,82,C
6125,6126,n6126,35,C
6126,6127,n6127,25,A
6127,6128,n6128,83,C
6128,6129,n6129,16,D
6129,6130,n6130,78,A
6130,6131,n6131,76,G
6131,6132,n6132,11,C
6132,6133,n6133,63,F
6133,6134,n6134,23,G
6134,6135,n6135,15,G
6135,6136,n6136,4,G
6136,6137,n6137,27,G
6137,6138,n6138,36,F
6138,6139,n6139,75,B
6139,6140,n6140,44,B
6140,6141,n6141,0,F
6141,6142,n6142,79,D
6142,6143,n6143,50,F
6143,6144,n6144,94,F
6144,6145,n6145,27,A
6145,6146,n6146,37,E
6146,6147,n6147,40,D
6147,6148,n6148,60,D
6148,6149,n6149,42,G
6149,6150,n6150,83,C
6150,6151,n6151,37,A
6151,6152,n6152,28,B
6152,6153,n6153,100,C
6153,6154,n6154,24,A
6154,6155,n6155,17,E
6155,6156,n6156,72,D
6156,6157,n6157,37,A
6157,6158,n6158,76,E
6158,6159,n6159,91,F
6159,6160,n6160,66,B
6160,6161,n6161,55,E
6161,6162,n6162,95,G
6162,6163,n6163,24,F
6163,6164,n6164,74,D
6164,6165,n6165,81,D
6165,6166,n6166,94,F
6166,6167,n6167,24,F
6167,6168,n6168,96,G
6168,6169,n6169,93,G
6169,6170,n6170,66,G
6170,6171,n6171,62,D
6171,6172,n6172,66,E
6172,6173,n6173,52,F
6173,6174,n6174,50,G
6174,6175,n6175,15,A
6175,6176,n6176,50,B
6176,6177,n6177,90,G
6177,6178,n6178,62,C
6178,6179,n6179,23,F
6179,6180,n6180,39,D
6180,6181,n6181,56,G
6181,6182,n6182,8,G
6182,6183,n6183,37,F
6183,6184,n6184,12,C
6184,6185,n6185,90,F
6185,6186,n6186,2,B
6186,6187,n6187,85,F
6187,6188,n6188,45,D
6188,6189,n6189,64,F
6189,6190,n6190,37,D
6190,6191,n6191,18,A
6191,6192,n6192,74,A
6192,6193,n6193,8,G
6193,6194,n6194,55,A
6194,6195,n6195,13,B
6195,6196,n6196,10,G
6196,6197,n6197,25,D
6197,6198,n6198,43,B
6198,6199,n6199,13,G
6199,6200,n6200,69,D
6200,6201,n6201,9,C
6201,6202,n6202,82,A
6202,6203,n6203,93,F
6203,6204,n6204,20,C
6204,6205,n6205,13,D
6205,6206,n6206,60,C
6206,6207,n6207,5,F
6207,6208,n6208,87,D
6208,6209,n6209,82,C
6209,6210,n6210,75,D
6210,6211,n6211,45,A
6211,6212,n6212,79,E
6212,6213,n6213,61,D
6213,6214,n6214,95,E
6214,6215,n6215,29,F
6215,6216,n6216,78,E
6216,6217,n6217,95,E
6217,6218,n6218,21,D
6218,6219,n6219,98,F
6219,6220,n6220,98,F
6220,6221,n6221,96,B
6221,6222,n6222,75,A
6222,6223,n6223,9,A
6223,6224,n6224,77,D
6224,6225,n6225,96,B
6225,6226,n6226,18,A
6226,6227,n6227,85,A
6227,6228,n6228,27,B
6228,6229,n6229,82,A
6229,6230,n6230,90,G
6230,6231,n6231,66,D
6231,6232,n6232,38,C
6232,6233,n6233,59,B
6233,6234,n6234,28,D
6234,6235,n6235,35,D
6235,6236,n6236,22,C
6236,6237,n6237,73,F
6237,6238,n6238,36,F
6238,6239,n6239,86,C
6239,6240,n6240,18,D
6240,6241,n6241,73,G
6241,6242,n6242,8,C
6242,6243,n6243,40,A
6243,6244,n6244,72,F
6244,6245,n6245,55,G
6245,6246,n6246,96,G
6246,6247,n6247,93,E
6247,6248,n6248,75,G
6248,6249,n6249,45,F
6249,6250,n6250,70,D
6250,6251,n6251,53,E
6251,6252,n6252,84,B
6252,6253,n6253,16,E
6253,6254,n6254,5,E
6254,6255,n6255,50,E
6255,6256,n6256,65,B
6256,6257,n6257,25,C
6257,6258,n6258,43,A
6258,6259,n6259,56,G
6259,6260,n6260,73,A
6260,6261,n6261,100,G
6261,6262,n6262,93,D
6262,6263,n6263,24,A
6263,6264,n6264,62,A
6264,6265,n6265,5,A
6265,6266,n6266,11,D
6266,6267,n6267,30,A
6267,6268,n6268,76,D
6268,6269,n6269,27,B
6269,6270,n6270,37,F
6270,6271,n6271,62,B
6271,6272,n6272,36,C
6272,6273,n6273,89,B
6273,6274,n6274,19,E
6274,6275,n6275,26,F
6275,6276,n6276,75,E
6276,6277,n6277,84,E
6277,6278,n6278,35,F
6278,6279,n6279,31,E
6279,6280,n6280,23,A
6280,6281,n6281,43,G
6281,6282,n6282,4,C
6282,6283,n6283,56,A
6283,6284,n6284,91,A
6284,6285,n6285,29,D
6285,6286,n6286,100,G
6286,6287,n6287,71,F
6287,6288,n6288,76,G
6288,6289,n6289,75,D
6289,6290,n6290,17,F
6290,6291,n6291,94,F
6291,6292,n6292,69,F
6292,6293,n6293,46,C
6293,6294,n6294,51,A
6294,6295,n6295,75,D
6295,6296,n6296,28,A
6296,6297,n6297,83,E
6297,6298,n6298,37,F
6298,6299,n6299,42,A
6299,6300,n6300,71,B
6300,6301,n6301,99,A
6301,6302,n6302,26,F
6302,6303,n6303,0,F
6303,6304,n6304,5,E
6304,6305,n6305,66,E
6305,6306,n6306,89,F
6306,6307,n6307,8,B
6307,6308,n6308,97,F
6308,6309,n6309,76,E
6309,6310,n6310,93,D
6310,6311,n6311,5,B
6311,6312,n6312,56,E
6312,6313,n6313,58,D
6313,6314,n6314,28,G
6314,6315,n6315,38,F
6315,6316,n6316,49,G
6316,6317,n6317,9,G
6317,6318,n6318,77,G
6318,6319,n6319,83,G
6319,6320,n6320,16,G
6320,6321,n6321,81,B
6321,6322,n6322,65,C
6322,6323,n6323,62,B
6323,6324,n6324,94,G
6324,6325,n6325,76,B
6325,6326,n6326,75,D
6326,6327,n6327,27,D
6327,6328,n6328,61,A
6328,6329,n6329,59,F
6329,6330,n6330,70,A
6330,6331,n6331,28,B
6331,6332,n6332,41,F
6332,6333,n6333,79,F
6333,6334,n6334,7,C
6334,6335,n6335,63,B
6335,6336,n6336,85,E
6336,6337,n6337,21,B
6337,6338,n6338,96,C
6338,6339,n6339,98,C
6339,6340,n6340,67,G
6340,6341,n6341,91,G
6341,6342,n6342,49,B
6342,6343,n6343,88,G
6343,6344,n6344,95,G
6344,6345,n6345,5,G
6345,6346,n6346,17,C
6346,6347,n6347,2,A
6347,6348,n6348,28,A
6348,6349,n6349,91,A
6349,6350,n6350,40,E
6350,6351,n6351,3,F
6351,6352,n6352,57,C
6352,6353,n6353,32,D
6353,6354,n6354,43,E
6354,6355,n6355,17,E
6355,6356,n6356,8,F
6356,6357,n6357,64,B
6357,6358,n6358,70,G
6358,6359,n6359,66,A
6359,6360,n6360,8,D
6360,6361,n6361,89,C
6361,6362,n6362,39,F
6362,6363,n6363,20,E
6363,6364,n6364,37,C
6364,6365,n6365,72,G
6365,6366,n6366,62,B
6366,6367,n6367,72,B
6367,6368,n6368,58,E
6368,6369,n6369,84,F
6369,6370,n6370,20,A
6370,6371,n6371,56,B
6371,6372,n6372,23,C
6372,6373,n6373,93,F
6373,6374,n6374,70,C
6374,6375,n6375,79,F
6375,6376,n6376,86,D
6376,6377,n6377,1,E
6377,6378,n6378,12,C
6378,6379,n6379,29,D
6379,6380,n6380,85,B
6380,6381,n6381,98,D
6381,6382,n6382,12,B
6382,6383,n6383,80,G
6383,6384,n6384,11,A
6384,6385,n6385,78,G
6385,6386,n6386,16,G
6386,6387,n6387,28,E
6387,6388,n6388,93,G
6388,6389,n6389,39,B
6389,6390,n6390,88,D
6390,6391,n6391,17,A
6391,6392,n6392,76,E
6392,6393,n6393,45,G
6393,6394,n6394,70,C
6394,6395,n6395,5,C
6395,6396,n6396,51,C
6396,6397,n6397,50,F
6397,6398,n6398,70,C
6398,6399,n6399,6,G
6399,6400,n6400,74,F
6400,6401,n6401,18,A
6401,6402,n6402,25,E
6402,6403,n6403,92,C
6403,6404,n6404,7,B
6404,6405,n6405,7,E
6405,6406,n6406,14,A
6406,6407,n6407,73,F
6407,6408,n6408,76,F
6408,6409,n6409,61,C
6409,6410,n6410,23,D
6410,6411,n6411,95,C
6411,6412,n6412,43,F
6412,6413,n6413,90,A
6413,6414,n6414,99,E
6414,6415,n6415,54,F
6415,6416,n6416,41,D
6416,6417,n6417,66,A
6417,6418,n6418,90,C
6418,6419,n6419,52,D
6419,6420,n6420,51,E
6420,6421,n6421,12,D
6421,6422,n6422,85,E
6422,6423,n6423,21,B
6423,6424,n6424,30,C
6424,6425,n6425,12,E
6425,6426,n6426,7,F
6426,6427,n6427,32,C
6427,6428,n6428,2,F
6428,6429,n6429,5,E
6429,6430,n6430,8,A
6430,6431,n6431,74,B
6431,6432,n6432,13,E
6432,6433,n6433,96,C
6433,6434,n6434,64,G
6434,6435,n6435,37,G
6435,6436,n6436,93,G
6436,6437,n6437,100,F
6437,6438,n6438,11,G
6438,6439,n6439,62,E
6439,6440,n6440,86,B
6440,6441,n6441,83,F
6441,6442,n6442,28,G
6442,6443,n6443,34,C
6443,6444,n6444,54,F
6444,6445,n6445,0,E
6445,6446,n6446,46,B
6446,6447,n6447,1,E
6447,6448,n6448,13,D
6448,6449,n6449,82,C
6449,6450,n6450,0,D
6450,6451,n6451,13,D
6451,6452,n6452,5,C
6452,6453,n6453,100,E
6453,6454,n6454,100,D
6454,6455,n6455,11,D
6455,6456,n6456,45,B
6456,6457,n6457,63,B
6457,6458,n6458,80,F
6458,6459,n6459,2,D
6459,6460,n6460,34,F
6460,6461,n6461,58,G
